text,category,cleaned_text
The hotel has a great club.,Recreation,hotel great club
The gym area was dirty.,Recreation,gym area dirty
The hotel has a great spa.,Recreation,hotel great spa
The beach equipment was lacking.,Recreation,beach equipment lacking
We were greeted by a helpful hospitality team.,Services,greeted helpful hospitality team
Our room was very questionable and had a great AC.,Rooms,room questionable great ac
The beach area was dangerous.,Recreation,beach area dangerous
Amazing hospitality from the staff.,Services,amazing hospitality staff
I ordered beverage selection and it tasted hot.,Food,ordered beverage selection tasted hot
The waiter was very warm.,Services,waiter warm
The hotel has a great fitness area.,Recreation,hotel great fitness area
Bathroom furniture was dusty.,Rooms,bathroom furniture dusty
I complained to the concierge.,Services,complained concierge
The sheets made the stay tiny.,Rooms,sheet made stay tiny
Amazing hospitality from the bartender.,Services,amazing hospitality bartender
My kids loved the bar.,Recreation,kid loved bar
Dining experience was bad because of the exquisite protein.,Food,dining experience bad exquisite protein
The tennis court equipment was fun.,Recreation,tennis court equipment fun
Evening kids club was expensive.,Recreation,evening kid club expensive
Great sauce but the cake was non-existent.,Food,great sauce cake nonexistent
I ordered dining and it tasted fresh.,Food,ordered dining tasted fresh
We spent all day at the bar.,Recreation,spent day bar
The pool equipment was cheap.,Recreation,pool equipment cheap
Bathroom window was dusty.,Rooms,bathroom window dusty
Amazing hospitality from the concierge.,Services,amazing hospitality concierge
The fridge in my room was dusty.,Rooms,fridge room dusty
We spent all day at the excursion.,Recreation,spent day excursion
My kids loved the music.,Recreation,kid loved music
My kids loved the wellness center.,Recreation,kid loved wellness center
Amazing hospitality from the bartender.,Services,amazing hospitality bartender
We ate at the restaurant and had beverage selection.,Food,ate restaurant beverage selection
The pillow in my room was old.,Rooms,pillow room old
The staff at the front desk were helpful.,Services,staff front desk helpful
Amazing hospitality from the waiter.,Services,amazing hospitality waiter
Evening spa was expensive.,Recreation,evening spa expensive
The bellboy was very attentive.,Services,bellboy attentive
Our room was very dusty and had a great sink.,Rooms,room dusty great sink
The staff was very welcoming.,Services,staff welcoming
The dining was tasteless.,Food,dining tasteless
Check-in was unhelpful thanks to the service personnel.,Services,checkin unhelpful thanks service personnel
The view made the stay spacious.,Rooms,view made stay spacious
We waited too long for the waiter.,Services,waited long waiter
The staff at the front desk were welcoming.,Services,staff front desk welcoming
We ate at the restaurant and had soup.,Food,ate restaurant soup
The dining presentation was meager.,Food,dining presentation meager
The staff was very fast.,Services,staff fast
Our room was very old and had a great shower.,Rooms,room old great shower
"Service was fast, especially the front desk agent.",Services,service fast especially front desk agent
The hotel has a great massage.,Recreation,hotel great massage
"We loved the window, it was so old.",Rooms,loved window old
The wifi in my room was worn out.,Rooms,wifi room worn
Breakfast buffet had amazing rice.,Food,breakfast buffet amazing rice
"The suite needs renovation, especially the door.",Rooms,suite need renovation especially door
The window made the stay noisy.,Rooms,window made stay noisy
Check-in was warm thanks to the hospitality team.,Services,checkin warm thanks hospitality team
The beach area was closed.,Recreation,beach area closed
Our room was very terrible and had a great shower.,Rooms,room terrible great shower
Housekeeping did not clean the balcony.,Rooms,housekeeping not clean balcony
I complained to the bartender.,Services,complained bartender
We ate at the restaurant and had menu options.,Food,ate restaurant menu option
The porter was very rude.,Services,porter rude
The burger presentation was non-existent.,Food,burger presentation nonexistent
"Don't miss the aquatic facility, it is crowded.",Recreation,dont miss aquatic facility crowded
Breakfast buffet had amazing fish.,Food,breakfast buffet amazing fish
Evening entertainment was boring.,Recreation,evening entertainment boring
Room service brought us cold beer.,Food,roomservice brought u cold beer
We waited too long for the receptionist.,Services,waited long receptionist
The coffee presentation was spicy.,Food,coffee presentation spicy
Housekeeping did not clean the AC.,Rooms,housekeeping not clean ac
The kids club area was relaxing.,Recreation,kid club area relaxing
Amazing hospitality from the porter.,Services,amazing hospitality porter
We ate at the restaurant and had burger.,Food,ate restaurant burger
Swimming in the bar was the highlight.,Recreation,swimming bar highlight
Evening tennis court was overcrowded.,Recreation,evening tennis court overcrowded
My kids loved the wellness center.,Recreation,kid loved wellness center
Swimming in the gym was the highlight.,Recreation,swimming gym highlight
"Service was professional, especially the manager.",Services,service professional especially manager
I ordered pizza and it tasted oily.,Food,ordered pizza tasted oily
Sleeping was hard because of the suite aesthetic.,Rooms,sleeping hard suite aesthetic
The lights in my room was noisy.,Rooms,light room noisy
Room service brought us cold bread.,Food,roomservice brought u cold bread
The fish was mediocre.,Food,fish mediocre
"Service was helpful, especially the bartender.",Services,service helpful especially bartender
The sauce was cold.,Food,sauce cold
The spa area was clean.,Recreation,spa area clean
"Don't miss the gym, it is expensive.",Recreation,dont miss gym expensive
"We loved the wifi, it was so terrible.",Rooms,loved wifi terrible
Room service brought us cold gastronomy.,Food,roomservice brought u cold gastronomy
Housekeeping did not clean the decor.,Rooms,housekeeping not clean decor
Evening club was amazing.,Recreation,evening club amazing
The beach area was dirty.,Recreation,beach area dirty
The tour equipment was relaxing.,Recreation,tour equipment relaxing
"Service was unhelpful, especially the bartender.",Services,service unhelpful especially bartender
The hotel has a great tennis court.,Recreation,hotel great tennis court
Housekeeping did not clean the sink.,Rooms,housekeeping not clean sink
My kids loved the entertainment.,Recreation,kid loved entertainment
The wellness center area was relaxing.,Recreation,wellness center area relaxing
Sleeping was hard because of the sheets.,Rooms,sleeping hard sheet
Housekeeping did not clean the decor.,Rooms,housekeeping not clean decor
The protein presentation was overcooked.,Food,protein presentation overcooked
The pool area was amazing.,Recreation,pool area amazing
The staff at the front desk were professional.,Services,staff front desk professional
Room service brought us cold steak.,Food,roomservice brought u cold steak
Dining experience was bad because of the yummy pizza.,Food,dining experience bad yummy pizza
The steak presentation was spicy.,Food,steak presentation spicy
Housekeeping did not clean the bed.,Rooms,housekeeping not clean bed
Sleeping was hard because of the sound insulation.,Rooms,sleeping hard sound insulation
The carpet made the stay broken.,Rooms,carpet made stay broken
The receptionist was very polite.,Services,receptionist polite
We spent all day at the spa.,Recreation,spent day spa
We spent all day at the massage.,Recreation,spent day massage
Evening tour was closed.,Recreation,evening tour closed
"We loved the suite aesthetic, it was so spacious.",Rooms,loved suite aesthetic spacious
The fridge made the stay cozy.,Rooms,fridge made stay cozy
Great beer but the dining was bland.,Food,great beer dining bland
We spent all day at the wellness center.,Recreation,spent day wellness center
Breakfast buffet had amazing tea.,Food,breakfast buffet amazing tea
Bathroom balcony was tiny.,Rooms,bathroom balcony tiny
The lavatory made the stay dirty.,Rooms,lavatory made stay dirty
I ordered salad and it tasted yummy.,Food,ordered salad tasted yummy
"Service was professional, especially the bellboy.",Services,service professional especially bellboy
"Service was arrogant, especially the front desk agent.",Services,service arrogant especially front desk agent
