text,category,action
"Terrible dining experience, fish lacked flavor.",Food,Review Menu & Kitchen Quality
The spa area is small and needs attention.,Recreation,Upgrade Pool & Activities
The carpet smells like sewage.,Rooms,Inspect Room & Maintenance
We were treated poorly by a mean employee.,Services,Staff Training Required
The bar area is dirty and needs attention.,Recreation,Upgrade Pool & Activities
"Room maintenance is poor, door kept failing.",Rooms,Inspect Room & Maintenance
"Nothing to do here, music is boring.",Recreation,Upgrade Pool & Activities
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
"Terrible dining experience, coffee lacked flavor.",Food,Review Menu & Kitchen Quality
Nobody at the pool bar seemed interested in serving us.,Services,Staff Training Required
Very mean behavior from the employee.,Services,Staff Training Required
"We had issues with the bed, it was old.",Rooms,Inspect Room & Maintenance
We found the fish to be cold and raw.,Food,Review Menu & Kitchen Quality
The air conditioner in my room was wet.,Rooms,Inspect Room & Maintenance
The balcony in my room was smells like dog.,Rooms,Inspect Room & Maintenance
"Terrible dining experience, curry was not fresh.",Food,Review Menu & Kitchen Quality
I cannot get the balcony door to close.,Rooms,Inspect Room & Maintenance
The games area is cold and needs attention.,Recreation,Upgrade Pool & Activities
I ordered steak but it made me sick.,Food,Review Menu & Kitchen Quality
The guy at the gym was very unhelpful.,Services,Staff Training Required
"We were bored, the bar needs an upgrade.",Recreation,Upgrade Pool & Activities
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
"Nothing to do here, spa is crowded.",Recreation,Upgrade Pool & Activities
I complained to the bellboy but they was on their phone.,Services,Staff Training Required
The spa area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
We were treated poorly by a lazy staff.,Services,Staff Training Required
I asked for a towel at the pool but the staff refused to help.,Services,Staff Training Required
"Nothing to do here, kids club is boring.",Recreation,Upgrade Pool & Activities
The games area is dirty and needs attention.,Recreation,Upgrade Pool & Activities
I cannot get the balcony door to close.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, balcony kept failing.",Rooms,Inspect Room & Maintenance
I asked for a towel at the pool but the staff was on their phone.,Services,Staff Training Required
"Kitchen needs improvement, rice was tasteless.",Food,Review Menu & Kitchen Quality
The fish was stale.,Food,Review Menu & Kitchen Quality
"Nothing to do here, pool is cold.",Recreation,Upgrade Pool & Activities
"Kitchen needs improvement, cake was awful.",Food,Review Menu & Kitchen Quality
"Zero service at the rooftop bar, we waited 20 mins.",Services,Staff Training Required
"Room maintenance is poor, wifi kept failing.",Rooms,Inspect Room & Maintenance
"Food quality is oily, especially the rice.",Food,Review Menu & Kitchen Quality
The lock makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, fish was dry.",Food,Review Menu & Kitchen Quality
"Food quality is dry, especially the coffee.",Food,Review Menu & Kitchen Quality
I complained to the bartender but they argued with us.,Services,Staff Training Required
"Bathroom was disgusting, shower was old.",Rooms,Inspect Room & Maintenance
The TV in my room was dusty.,Rooms,Inspect Room & Maintenance
The curry was inadible.,Food,Review Menu & Kitchen Quality
The cleaning staff was extremely incompetent.,Services,Staff Training Required
"Staff training is needed, employee was mean.",Services,Staff Training Required
"Kitchen needs improvement, coffee was awful.",Food,Review Menu & Kitchen Quality
"We had issues with the sheets, it was wet.",Rooms,Inspect Room & Maintenance
"Room maintenance is poor, lights kept making noise.",Rooms,Inspect Room & Maintenance
"Room maintenance is poor, carpet kept failing.",Rooms,Inspect Room & Maintenance
We found the buffet to be greasy and cold.,Food,Review Menu & Kitchen Quality
"Room maintenance is poor, toilet kept leaking.",Rooms,Inspect Room & Maintenance
The tennis court was very expensive.,Recreation,Upgrade Pool & Activities
"Hotel needs more fun, music was dirty.",Recreation,Upgrade Pool & Activities
"Disappointed with the gym, it was small.",Recreation,Upgrade Pool & Activities
Very unfriendly behavior from the cleaning staff.,Services,Staff Training Required
"Bathroom was disgusting, fan was dusty.",Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, buffet was dry.",Food,Review Menu & Kitchen Quality
The fridge in my room was noisy.,Rooms,Inspect Room & Maintenance
The steak was salty.,Food,Review Menu & Kitchen Quality
We found the chicken to be awful and raw.,Food,Review Menu & Kitchen Quality
"Service was terrible, the concierge scolded me.",Services,Staff Training Required
"Disappointed with the activities, it was empty.",Recreation,Upgrade Pool & Activities
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
I complained to the manager but they refused to help.,Services,Staff Training Required
The spa area is boring and needs attention.,Recreation,Upgrade Pool & Activities
I ordered fish but it smelled bad.,Food,Review Menu & Kitchen Quality
"Disappointed with the spa, it was empty.",Recreation,Upgrade Pool & Activities
"Zero service at the beach bar, we waited 20 mins.",Services,Staff Training Required
I complained to the waiter but they did check on us.,Services,Staff Training Required
The music area is cold and needs attention.,Recreation,Upgrade Pool & Activities
The burger was salty.,Food,Review Menu & Kitchen Quality
"Disappointed with the games, it was closed.",Recreation,Upgrade Pool & Activities
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
"Disappointed with the spa, it was boring.",Recreation,Upgrade Pool & Activities
The breakfast was tasteless.,Food,Review Menu & Kitchen Quality
"Bathroom was disgusting, wifi was not working.",Rooms,Inspect Room & Maintenance
"Service was terrible, the staff scolded me.",Services,Staff Training Required
"Food quality is raw, especially the pasta.",Food,Review Menu & Kitchen Quality
"Please fix the carpet, it is stained.",Rooms,Inspect Room & Maintenance
The guy at the tennis court was very impolite.,Services,Staff Training Required
I asked for a towel at the pool but the staff argued with us.,Services,Staff Training Required
"Kitchen needs improvement, coffee was overcooked.",Food,Review Menu & Kitchen Quality
The guy at the gym was very impolite.,Services,Staff Training Required
The breakfast was bland.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, burger lacked flavor.",Food,Review Menu & Kitchen Quality
I ordered breakfast but it was disappointing.,Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, tea was burned.",Food,Review Menu & Kitchen Quality
"Room maintenance is poor, wifi kept failing.",Rooms,Inspect Room & Maintenance
The pasta was bland.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, pasta smelled bad.",Food,Review Menu & Kitchen Quality
"Disappointed with the music, it was dirty.",Recreation,Upgrade Pool & Activities
"We were bored, the bar needs an upgrade.",Recreation,Upgrade Pool & Activities
"Food quality is awful, especially the pasta.",Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
Room 201 has a smelly sink.,Rooms,Inspect Room & Maintenance
I cannot get the main door to open.,Rooms,Inspect Room & Maintenance
"Please fix the lock, it is noisy.",Rooms,Inspect Room & Maintenance
"Disappointed with the beach, it was outdated.",Recreation,Upgrade Pool & Activities
The activities was very crowded.,Recreation,Upgrade Pool & Activities
The beach area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
The spa was very cold.,Recreation,Upgrade Pool & Activities
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
I cannot get the balcony door to open.,Rooms,Inspect Room & Maintenance
"Service was terrible, the bartender rolled their eyes.",Services,Staff Training Required
"Room maintenance is poor, carpet kept failing.",Rooms,Inspect Room & Maintenance
Very incompetent behavior from the bartender.,Services,Staff Training Required
The curtain smells like smoke.,Rooms,Inspect Room & Maintenance
Room 201 has a damaged fan.,Rooms,Inspect Room & Maintenance
"Zero service at the lounge, we waited 20 mins.",Services,Staff Training Required
The breakfast was burned.,Food,Review Menu & Kitchen Quality
"Food quality is overcooked, especially the chicken.",Food,Review Menu & Kitchen Quality
We were treated poorly by a rude manager.,Services,Staff Training Required
I asked for a towel at the pool but the staff refused to help.,Services,Staff Training Required
"Kitchen needs improvement, fish was burned.",Food,Review Menu & Kitchen Quality
We found the fish to be overcooked and bland.,Food,Review Menu & Kitchen Quality
"Nothing to do here, spa is boring.",Recreation,Upgrade Pool & Activities
I asked for a towel at the pool but the staff kept us waiting.,Services,Staff Training Required
"Nothing to do here, entertainment is closed.",Recreation,Upgrade Pool & Activities
I ordered dessert but it smelled bad.,Food,Review Menu & Kitchen Quality
The coffee was awful.,Food,Review Menu & Kitchen Quality
"Nothing to do here, gym is cold.",Recreation,Upgrade Pool & Activities
"Please fix the fan, it is moldy.",Rooms,Inspect Room & Maintenance
Nobody at the spa desk seemed interested in serving us.,Services,Staff Training Required
"Kitchen needs improvement, pasta was oily.",Food,Review Menu & Kitchen Quality
"Zero service at the beach bar, we waited 20 mins.",Services,Staff Training Required
"We were bored, the music needs an upgrade.",Recreation,Upgrade Pool & Activities
Nobody at the spa desk seemed interested in serving us.,Services,Staff Training Required
The guy at the pool was very impolite.,Services,Staff Training Required
"We had issues with the lock, it was moldy.",Rooms,Inspect Room & Maintenance
The carpet makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
Room 201 has a dirty window.,Rooms,Inspect Room & Maintenance
"Please fix the sheets, it is broken.",Rooms,Inspect Room & Maintenance
"We had issues with the fridge, it was not working.",Rooms,Inspect Room & Maintenance
"Service was terrible, the staff was on their phone.",Services,Staff Training Required
"Food quality is burned, especially the fish.",Food,Review Menu & Kitchen Quality
"Bathroom was disgusting, air conditioner was clogged.",Rooms,Inspect Room & Maintenance
"Service was terrible, the cleaning staff ignored us.",Services,Staff Training Required
I ordered cake but it tasted terrible.,Food,Review Menu & Kitchen Quality
"Nothing to do here, tennis court is expensive.",Recreation,Upgrade Pool & Activities
We were treated poorly by a aggressive employee.,Services,Staff Training Required
"Hotel needs more fun, activities was cold.",Recreation,Upgrade Pool & Activities
